cell,composition,contention,seed,policy,utility_family,workload_hash,scenario_hash,agent,archetype,priority,completion,mandatory_failures,optional_refinement_rate,quality,backend_calls,blocked_calls,allocated,charged,unused,exhausted
homogeneous__high,homogeneous,high,506054324,joint_cobb_douglas,COBB_DOUGLAS,7a77c4cf24575efa,0a266dcbee317f25,a5,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 78, ""MEMORY"": 65, ""DATASET"": 17, ""API_CREDITS"": 36}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 4, ""MEMORY"": 3, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 7, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,506054324,joint_ces,CES,7a77c4cf24575efa,0a266dcbee317f25,a0,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 78, ""MEMORY"": 65, ""DATASET"": 17, ""API_CREDITS"": 36}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 4, ""MEMORY"": 3, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 7, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,506054324,joint_ces,CES,7a77c4cf24575efa,0a266dcbee317f25,a1,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 78, ""MEMORY"": 65, ""DATASET"": 17, ""API_CREDITS"": 36}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 4, ""MEMORY"": 3, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 7, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,506054324,joint_ces,CES,7a77c4cf24575efa,0a266dcbee317f25,a2,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 77, ""MEMORY"": 65, ""DATASET"": 16, ""API_CREDITS"": 35}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 3, ""MEMORY"": 3, ""DATASET"": 0, ""API_CREDITS"": 1}","{""COMPUTE"": 8}"
homogeneous__high,homogeneous,high,506054324,joint_ces,CES,7a77c4cf24575efa,0a266dcbee317f25,a3,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 78, ""MEMORY"": 66, ""DATASET"": 17, ""API_CREDITS"": 36}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 4, ""MEMORY"": 4, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 7, ""API_CREDITS"": 1}"
homogeneous__high,homogeneous,high,506054324,joint_ces,CES,7a77c4cf24575efa,0a266dcbee317f25,a4,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 78, ""MEMORY"": 66, ""DATASET"": 17, ""API_CREDITS"": 36}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 4, ""MEMORY"": 4, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 7, ""API_CREDITS"": 1}"
homogeneous__high,homogeneous,high,506054324,joint_ces,CES,7a77c4cf24575efa,0a266dcbee317f25,a5,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 78, ""MEMORY"": 65, ""DATASET"": 17, ""API_CREDITS"": 36}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 4, ""MEMORY"": 3, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 7, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,506054324,joint_leontief,LEONTIEF,7a77c4cf24575efa,0a266dcbee317f25,a0,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 78, ""MEMORY"": 65, ""DATASET"": 17, ""API_CREDITS"": 36}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 4, ""MEMORY"": 3, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 7, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,506054324,joint_leontief,LEONTIEF,7a77c4cf24575efa,0a266dcbee317f25,a1,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 77, ""MEMORY"": 65, ""DATASET"": 16, ""API_CREDITS"": 35}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 3, ""MEMORY"": 3, ""DATASET"": 0, ""API_CREDITS"": 1}","{""COMPUTE"": 8}"
homogeneous__high,homogeneous,high,506054324,joint_leontief,LEONTIEF,7a77c4cf24575efa,0a266dcbee317f25,a2,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 78, ""MEMORY"": 66, ""DATASET"": 17, ""API_CREDITS"": 36}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 4, ""MEMORY"": 4, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 7, ""API_CREDITS"": 1}"
homogeneous__high,homogeneous,high,506054324,joint_leontief,LEONTIEF,7a77c4cf24575efa,0a266dcbee317f25,a3,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 78, ""MEMORY"": 66, ""DATASET"": 17, ""API_CREDITS"": 36}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 4, ""MEMORY"": 4, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 7, ""API_CREDITS"": 1}"
homogeneous__high,homogeneous,high,506054324,joint_leontief,LEONTIEF,7a77c4cf24575efa,0a266dcbee317f25,a4,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 78, ""MEMORY"": 65, ""DATASET"": 17, ""API_CREDITS"": 36}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 4, ""MEMORY"": 3, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 7, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,506054324,joint_leontief,LEONTIEF,7a77c4cf24575efa,0a266dcbee317f25,a5,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 78, ""MEMORY"": 65, ""DATASET"": 17, ""API_CREDITS"": 36}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 4, ""MEMORY"": 3, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 7, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,2945464605,equal,none,06261eb6cefad151,77cd9109d70693ea,a0,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 85, ""MEMORY"": 73, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 1, ""MEMORY"": 3, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,equal,none,06261eb6cefad151,77cd9109d70693ea,a1,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,equal,none,06261eb6cefad151,77cd9109d70693ea,a2,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,equal,none,06261eb6cefad151,77cd9109d70693ea,a3,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,equal,none,06261eb6cefad151,77cd9109d70693ea,a4,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,equal,none,06261eb6cefad151,77cd9109d70693ea,a5,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,drf,none,06261eb6cefad151,77cd9109d70693ea,a0,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,drf,none,06261eb6cefad151,77cd9109d70693ea,a1,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,drf,none,06261eb6cefad151,77cd9109d70693ea,a2,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,drf,none,06261eb6cefad151,77cd9109d70693ea,a3,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,drf,none,06261eb6cefad151,77cd9109d70693ea,a4,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,drf,none,06261eb6cefad151,77cd9109d70693ea,a5,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,decomposed_cobb_douglas,COBB_DOUGLAS,06261eb6cefad151,77cd9109d70693ea,a0,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 85, ""MEMORY"": 73, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 1, ""MEMORY"": 3, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,decomposed_cobb_douglas,COBB_DOUGLAS,06261eb6cefad151,77cd9109d70693ea,a1,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,decomposed_cobb_douglas,COBB_DOUGLAS,06261eb6cefad151,77cd9109d70693ea,a2,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,decomposed_cobb_douglas,COBB_DOUGLAS,06261eb6cefad151,77cd9109d70693ea,a3,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,decomposed_cobb_douglas,COBB_DOUGLAS,06261eb6cefad151,77cd9109d70693ea,a4,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,decomposed_cobb_douglas,COBB_DOUGLAS,06261eb6cefad151,77cd9109d70693ea,a5,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,joint_linear,LINEAR,06261eb6cefad151,77cd9109d70693ea,a0,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,joint_linear,LINEAR,06261eb6cefad151,77cd9109d70693ea,a1,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,joint_linear,LINEAR,06261eb6cefad151,77cd9109d70693ea,a2,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,joint_linear,LINEAR,06261eb6cefad151,77cd9109d70693ea,a3,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 85, ""MEMORY"": 73, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 1, ""MEMORY"": 3, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,joint_linear,LINEAR,06261eb6cefad151,77cd9109d70693ea,a4,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,joint_linear,LINEAR,06261eb6cefad151,77cd9109d70693ea,a5,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,joint_cobb_douglas,COBB_DOUGLAS,06261eb6cefad151,77cd9109d70693ea,a0,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 85, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 1, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,joint_cobb_douglas,COBB_DOUGLAS,06261eb6cefad151,77cd9109d70693ea,a1,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 84, ""MEMORY"": 73, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 0, ""MEMORY"": 3, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,joint_cobb_douglas,COBB_DOUGLAS,06261eb6cefad151,77cd9109d70693ea,a2,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,joint_cobb_douglas,COBB_DOUGLAS,06261eb6cefad151,77cd9109d70693ea,a3,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,joint_cobb_douglas,COBB_DOUGLAS,06261eb6cefad151,77cd9109d70693ea,a4,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,joint_cobb_douglas,COBB_DOUGLAS,06261eb6cefad151,77cd9109d70693ea,a5,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,joint_ces,CES,06261eb6cefad151,77cd9109d70693ea,a0,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,joint_ces,CES,06261eb6cefad151,77cd9109d70693ea,a1,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,joint_ces,CES,06261eb6cefad151,77cd9109d70693ea,a2,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 85, ""MEMORY"": 73, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 1, ""MEMORY"": 3, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,joint_ces,CES,06261eb6cefad151,77cd9109d70693ea,a3,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,joint_ces,CES,06261eb6cefad151,77cd9109d70693ea,a4,code_review+doc_processing+monitoring+research,1.0,0.625,3,0.0,0.45,10,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 40}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 9}"
homogeneous__high,homogeneous,high,2945464605,joint_ces,CES,06261eb6cefad151,77cd9109d70693ea,a5,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
homogeneous__high,homogeneous,high,2945464605,joint_leontief,LEONTIEF,06261eb6cefad151,77cd9109d70693ea,a0,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.375,8,6,"{""COMPUTE"": 84, ""MEMORY"": 72, ""DATASET"": 21, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 8, ""MEMORY"": 11, ""DATASET"": 13, ""API_CREDITS"": 0}","{""COMPUTE"": 7, ""API_CREDITS"": 3}"
