cell,delta,contention,contention_ratio,seed,task_workload_hash,capacity_by_resource,realized_contention_by_resource,active_resource_count,drift_source_total,changed_identities_total,task_mixture_tv_from_baseline_mean,mand_demand_tv_mean_pairwise,task_entropy_mean,cross_agent_dissimilarity,staleness_error_mean,calibration_error_mean,latent_oracle_error_mean
delta0.00__moderate,0.0,moderate,1.3,4039868181,e11fc5433d7ce164,"{""COMPUTE"": 603, ""MEMORY"": 517, ""API_CREDITS"": 298, ""DATASET"": 135}","{""COMPUTE"": 1.2504145936981759, ""MEMORY"": 1.2340425531914894, ""API_CREDITS"": 1.2818791946308725, ""DATASET"": 1.0666666666666667}",4,0,0,0.0,0.08697765121260824,0.3944603628448415,0.05732788031040148,10.749207689045177,27.214124956566554,30.796896345983157
delta0.00__moderate,0.0,moderate,1.3,4070281976,2e23d86417cb6c32,"{""COMPUTE"": 842, ""MEMORY"": 735, ""API_CREDITS"": 389, ""DATASET"": 247}","{""COMPUTE"": 1.3657957244655583, ""MEMORY"": 1.361904761904762, ""API_CREDITS"": 1.3856041131105399, ""DATASET"": 1.3279352226720649}",4,0,0,0.0,0.08604415653277626,0.36605230997817784,0.06191793363209721,11.767974724983882,9.52331686098096,31.12609926209501
delta0.00__moderate,0.0,moderate,1.3,4074372378,233e507da70ed32a,"{""COMPUTE"": 868, ""MEMORY"": 707, ""API_CREDITS"": 432, ""DATASET"": 129}","{""COMPUTE"": 1.3387096774193548, ""MEMORY"": 1.3521923620933523, ""API_CREDITS"": 1.3425925925925926, ""DATASET"": 1.4883720930232558}",4,0,0,0.0,0.05311232865153029,0.33139872395057457,0.03738486107641543,8.969361194370714,10.143593265457952,46.91499035523108
delta0.00__moderate,0.0,moderate,1.3,4082760487,861b0b5b6ff47a19,"{""COMPUTE"": 784, ""MEMORY"": 659, ""API_CREDITS"": 377, ""DATASET"": 166}","{""COMPUTE"": 1.2653061224489797, ""MEMORY"": 1.2579666160849772, ""API_CREDITS"": 1.259946949602122, ""DATASET"": 1.2048192771084338}",4,0,0,0.0,0.12967900155400156,0.11297185218288287,0.07820087898212898,7.451904222890974,5.896571105048885,16.162136794220462
delta0.00__moderate,0.0,moderate,1.3,4095462803,a094aa065fede0bd,"{""COMPUTE"": 656, ""MEMORY"": 528, ""API_CREDITS"": 341, ""DATASET"": 67}","{""COMPUTE"": 1.3353658536585367, ""MEMORY"": 1.331439393939394, ""API_CREDITS"": 1.3284457478005864, ""DATASET"": 1.3134328358208955}",4,0,0,0.0,0.05075416963437796,0.23241602265202496,0.037429176806346935,4.875280020553552,14.209714627362125,25.21871717729122
delta0.00__moderate,0.0,moderate,1.3,4099285905,902d5d1b1283923b,"{""COMPUTE"": 672, ""MEMORY"": 553, ""API_CREDITS"": 317, ""DATASET"": 118}","{""COMPUTE"": 1.3154761904761905, ""MEMORY"": 1.305605786618445, ""API_CREDITS"": 1.3186119873817035, ""DATASET"": 1.2203389830508475}",4,0,0,0.0,0.13395741934951838,0.1531012953853752,0.08700227778205373,4.417813700156301,3.092652203505897,8.372355672090375
delta0.00__moderate,0.0,moderate,1.3,4105600667,4cbfdc1410762f66,"{""COMPUTE"": 748, ""MEMORY"": 646, ""API_CREDITS"": 361, ""DATASET"": 192}","{""COMPUTE"": 1.267379679144385, ""MEMORY"": 1.2678018575851393, ""API_CREDITS"": 1.2437673130193905, ""DATASET"": 1.2916666666666667}",4,0,0,0.0,0.1343256406405195,0.22232213405243417,0.07873700834340974,10.985712292940777,20.59486745574093,28.617502233192464
delta0.00__moderate,0.0,moderate,1.3,4163155962,f8dab6a84a639a45,"{""COMPUTE"": 690, ""MEMORY"": 585, ""API_CREDITS"": 338, ""DATASET"": 148}","{""COMPUTE"": 1.2260869565217392, ""MEMORY"": 1.2376068376068377, ""API_CREDITS"": 1.2307692307692308, ""DATASET"": 1.2972972972972974}",4,0,0,0.0,0.1355631803295355,0.22211531562576023,0.0857137605385269,8.09306542245144,16.126332349534348,23.481808159451134
delta0.00__moderate,0.0,moderate,1.3,4171035140,e7712635b729979e,"{""COMPUTE"": 741, ""MEMORY"": 634, ""API_CREDITS"": 345, ""DATASET"": 187}","{""COMPUTE"": 1.3090418353576248, ""MEMORY"": 1.3186119873817035, ""API_CREDITS"": 1.3101449275362318, ""DATASET"": 1.3689839572192513}",4,0,0,0.0,0.10261847293097295,0.29650050660698324,0.06720390207119657,9.46687895009115,12.888790518788158,21.66330551703903
delta0.00__moderate,0.0,moderate,1.3,4184451528,cd6512124cf45f03,"{""COMPUTE"": 784, ""MEMORY"": 649, ""API_CREDITS"": 371, ""DATASET"": 149}","{""COMPUTE"": 1.2933673469387754, ""MEMORY"": 1.2958397534668722, ""API_CREDITS"": 1.280323450134771, ""DATASET"": 1.342281879194631}",4,0,0,0.0,0.12017515083572575,0.22046533982808647,0.07400357029695821,9.992425123158819,10.153108469311512,10.447970077982239
delta0.00__moderate,0.0,moderate,1.3,4190426423,ff597266789c1f32,"{""COMPUTE"": 559, ""MEMORY"": 496, ""API_CREDITS"": 238, ""DATASET"": 187}","{""COMPUTE"": 1.2808586762075134, ""MEMORY"": 1.2661290322580645, ""API_CREDITS"": 1.2773109243697478, ""DATASET"": 1.1978609625668448}",4,0,0,0.0,0.16805849782994933,0.2915346378705927,0.11482690887428926,10.311149219455944,5.82078002033407,15.401292477751811
delta0.00__moderate,0.0,moderate,1.3,4202249207,24fe2c51737fefd8,"{""COMPUTE"": 731, ""MEMORY"": 595, ""API_CREDITS"": 342, ""DATASET"": 120}","{""COMPUTE"": 1.3132694938440492, ""MEMORY"": 1.2823529411764707, ""API_CREDITS"": 1.3128654970760234, ""DATASET"": 1.0}",4,0,0,0.0,0.0842497254667066,0.3472469985716076,0.05599069082559651,11.950926142754769,12.342075687049695,59.3304064123326
delta0.00__moderate,0.0,moderate,1.3,4206761894,d3d1b70ee16c6865,"{""COMPUTE"": 874, ""MEMORY"": 731, ""API_CREDITS"": 421, ""DATASET"": 180}","{""COMPUTE"": 1.4210526315789473, ""MEMORY"": 1.414500683994528, ""API_CREDITS"": 1.4489311163895486, ""DATASET"": 1.3333333333333333}",4,0,0,0.0,0.057502713977287984,0.29677948479001376,0.042838691490241214,2.518413822317942,19.536351709771996,43.015034359672576
delta0.25__high,0.25,high,1.9,19063083,c5ad27c70380b7d1,"{""COMPUTE"": 429, ""MEMORY"": 330, ""API_CREDITS"": 192, ""DATASET"": 36}","{""COMPUTE"": 1.6317016317016317, ""MEMORY"": 1.6787878787878787, ""API_CREDITS"": 1.65625, ""DATASET"": 2.2222222222222223}",4,14,11,0.19046759124962145,0.12543171114599685,0.4214972441263815,0.09174709769947866,34.04160674196044,10.181116097553575,11.21227835028266
delta0.25__high,0.25,high,1.9,27327381,d46c5a57e0e5cda1,"{""COMPUTE"": 480, ""MEMORY"": 378, ""API_CREDITS"": 239, ""DATASET"": 41}","{""COMPUTE"": 1.7791666666666666, ""MEMORY"": 1.8386243386243386, ""API_CREDITS"": 1.7615062761506277, ""DATASET"": 2.926829268292683}",4,17,16,0.1988909965749063,0.07024414618021924,0.4949667813167033,0.049762400770772146,49.144529767834,11.578482419191483,54.13788200464094
delta0.25__high,0.25,high,1.9,73091972,53a8ec6b768e1c86,"{""COMPUTE"": 381, ""MEMORY"": 333, ""API_CREDITS"": 167, ""DATASET"": 113}","{""COMPUTE"": 2.304461942257218, ""MEMORY"": 2.309309309309309, ""API_CREDITS"": 2.3652694610778444, ""DATASET"": 2.336283185840708}",4,13,10,0.2129647985838714,0.09301801083230794,0.5561462634080133,0.05970464536870589,91.53807399794745,32.434825012000324,44.444102203076
delta0.25__high,0.25,high,1.9,75104030,5aaaad29c42c04a3,"{""COMPUTE"": 274, ""MEMORY"": 250, ""API_CREDITS"": 104, ""DATASET"": 110}","{""COMPUTE"": 2.1751824817518246, ""MEMORY"": 2.092, ""API_CREDITS"": 2.394230769230769, ""DATASET"": 1.6727272727272726}",4,10,7,0.2036321355777341,0.15596700826879858,0.5865816875700613,0.10702100187394305,42.63333887282896,17.96105320252151,39.88171266196955
delta0.25__high,0.25,high,1.9,75640271,fdb1cedf69e0b52b,"{""COMPUTE"": 491, ""MEMORY"": 428, ""API_CREDITS"": 225, ""DATASET"": 143}","{""COMPUTE"": 2.0040733197556007, ""MEMORY"": 1.9579439252336448, ""API_CREDITS"": 2.0355555555555553, ""DATASET"": 1.6783216783216783}",4,9,4,0.12837636962681884,0.0755415214580372,0.415413824613399,0.050287565727544205,56.97453132374375,16.821054097658934,30.308395109541973
delta0.25__high,0.25,high,1.9,87781505,dc06c642149a2ed1,"{""COMPUTE"": 462, ""MEMORY"": 389, ""API_CREDITS"": 221, ""DATASET"": 98}","{""COMPUTE"": 2.0779220779220777, ""MEMORY"": 2.025706940874036, ""API_CREDITS"": 2.0995475113122173, ""DATASET"": 1.6326530612244898}",4,8,5,0.17391614255492346,0.06515498397865392,0.5839007176489747,0.042469123980066074,57.359968848273176,20.472949934764227,42.6484544143485
delta0.25__high,0.25,high,1.9,94885586,bf28a7a4355867d6,"{""COMPUTE"": 510, ""MEMORY"": 429, ""API_CREDITS"": 237, ""DATASET"": 113}","{""COMPUTE"": 1.9529411764705882, ""MEMORY"": 1.9836829836829837, ""API_CREDITS"": 1.9620253164556962, ""DATASET"": 2.1946902654867255}",4,18,10,0.1659228783493319,0.09298382355646516,0.5616798097095321,0.05441506461199385,61.781219029236354,24.331870755435375,62.08039995325594
delta0.25__high,0.25,high,1.9,101192955,b1c061a5306d12a6,"{""COMPUTE"": 474, ""MEMORY"": 410, ""API_CREDITS"": 229, ""DATASET"": 121}","{""COMPUTE"": 1.8523206751054853, ""MEMORY"": 1.8878048780487804, ""API_CREDITS"": 1.737991266375546, ""DATASET"": 2.2479338842975207}",4,17,13,0.16319690372849002,0.12372454834260388,0.551670676545949,0.09143775249099323,68.84669259483987,36.80796486878133,26.108320320038782
delta0.25__high,0.25,high,1.9,108416726,3172529a520b68c1,"{""COMPUTE"": 422, ""MEMORY"": 349, ""API_CREDITS"": 198, ""DATASET"": 76}","{""COMPUTE"": 2.042654028436019, ""MEMORY"": 2.020057306590258, ""API_CREDITS"": 2.095959595959596, ""DATASET"": 1.7894736842105263}",4,10,6,0.14237737470168435,0.09940127985804967,0.45653436940854886,0.06337260661858922,48.02520975463929,11.055646352847054,32.20905708311201
delta0.25__high,0.25,high,1.9,112626036,76129520ed6f7af8,"{""COMPUTE"": 483, ""MEMORY"": 389, ""API_CREDITS"": 220, ""DATASET"": 73}","{""COMPUTE"": 2.0786749482401654, ""MEMORY"": 2.0745501285347046, ""API_CREDITS"": 2.0954545454545452, ""DATASET"": 2.0821917808219177}",4,7,5,0.1856888716998459,0.11257021793310774,0.4935730621287651,0.07511928502299603,53.76750221576177,26.270207031636577,41.300038360542885
delta0.25__high,0.25,high,1.9,129877774,7a93f285b4e86272,"{""COMPUTE"": 625, ""MEMORY"": 514, ""API_CREDITS"": 308, ""DATASET"": 106}","{""COMPUTE"": 1.8496, ""MEMORY"": 1.8463035019455254, ""API_CREDITS"": 1.8149350649350648, ""DATASET"": 1.8867924528301887}",4,14,10,0.18547312138103103,0.05975466075487763,0.5475370929608648,0.04122316200390371,53.8002584778876,22.27697482932547,42.70628198621291
delta0.25__high,0.25,high,1.9,139216186,25c6d24e92c794ec,"{""COMPUTE"": 365, ""MEMORY"": 309, ""API_CREDITS"": 158, ""DATASET"": 87}","{""COMPUTE"": 1.8082191780821917, ""MEMORY"": 1.8770226537216828, ""API_CREDITS"": 1.620253164556962, ""DATASET"": 2.574712643678161}",4,15,9,0.17217882853044528,0.14020526675550546,0.5881290676639996,0.08891300246347546,46.12121446904937,16.59592760089989,56.061589595856525
delta0.25__high,0.25,high,1.9,139730805,3904555191aeeb45,"{""COMPUTE"": 546, ""MEMORY"": 430, ""API_CREDITS"": 261, ""DATASET"": 58}","{""COMPUTE"": 1.7179487179487178, ""MEMORY"": 1.7348837209302326, ""API_CREDITS"": 1.7088122605363985, ""DATASET"": 1.9310344827586208}",4,12,8,0.16072538288820823,0.06767812058305687,0.45556512856738,0.04432262598641929,38.04965446502817,7.460556163982845,34.70786218462712
delta0.25__high,0.25,high,1.9,147261721,5119b26353d06d4b,"{""COMPUTE"": 450, ""MEMORY"": 364, ""API_CREDITS"": 210, ""DATASET"": 68}","{""COMPUTE"": 1.751111111111111, ""MEMORY"": 1.7802197802197801, ""API_CREDITS"": 1.8095238095238095, ""DATASET"": 1.8823529411764706}",4,13,13,0.20537652225111566,0.08639842211929989,0.5287963400453981,0.05277898907436227,69.82190604660593,10.01630772427886,31.596036954313373
delta0.25__high,0.25,high,1.9,152599165,69cc45a83192eba9,"{""COMPUTE"": 523, ""MEMORY"": 429, ""API_CREDITS"": 258, ""DATASET"": 83}","{""COMPUTE"": 1.7896749521988529, ""MEMORY"": 1.7995337995337994, ""API_CREDITS"": 1.7674418604651163, ""DATASET"": 1.927710843373494}",4,9,7,0.17393150385518938,0.058096404811120814,0.5532749791310694,0.03827739012578646,66.9838072440793,20.721374302151926,52.032685153130444
delta0.25__high,0.25,high,1.9,153676091,397ae098e05887dc,"{""COMPUTE"": 488, ""MEMORY"": 407, ""API_CREDITS"": 246, ""DATASET"": 86}","{""COMPUTE"": 1.8770491803278688, ""MEMORY"": 1.864864864864865, ""API_CREDITS"": 1.8739837398373984, ""DATASET"": 1.7674418604651163}",4,4,3,0.1353969139452191,0.06673363704613705,0.401314328580316,0.04858498413185913,50.06960350972849,16.187143832322054,34.75596723544099
delta0.25__high,0.25,high,1.9,173143613,74c1a06e19b03d24,"{""COMPUTE"": 249, ""MEMORY"": 219, ""API_CREDITS"": 115, ""DATASET"": 67}","{""COMPUTE"": 2.144578313253012, ""MEMORY"": 2.1004566210045663, ""API_CREDITS"": 2.121739130434783, ""DATASET"": 1.9104477611940298}",4,7,5,0.19133037686699716,0.16027195027195024,0.4107991844846593,0.1255460588793922,52.37486218042407,16.215787566172924,31.616678622117693
delta0.25__high,0.25,high,1.9,190642350,015d15c5d8101a65,"{""COMPUTE"": 511, ""MEMORY"": 429, ""API_CREDITS"": 227, ""DATASET"": 120}","{""COMPUTE"": 1.9608610567514677, ""MEMORY"": 1.986013986013986, ""API_CREDITS"": 1.973568281938326, ""DATASET"": 2.1333333333333333}",4,15,11,0.17949981562702763,0.05439906456079909,0.6169823806084019,0.03510388943136173,53.737642144566735,16.429801121482598,43.80789167466188
delta0.25__high,0.25,high,1.9,207766894,27984e579187bf63,"{""COMPUTE"": 636, ""MEMORY"": 527, ""API_CREDITS"": 298, ""DATASET"": 128}","{""COMPUTE"": 1.8396226415094339, ""MEMORY"": 1.840607210626186, ""API_CREDITS"": 1.8187919463087248, ""DATASET"": 1.875}",4,17,7,0.08738561639395635,0.08805061231709056,0.2834723012721808,0.05713379049102043,32.47116949964804,12.945202566304806,34.37097111873511
delta0.25__high,0.25,high,1.9,214952310,aecda7b441093315,"{""COMPUTE"": 509, ""MEMORY"": 433, ""API_CREDITS"": 228, ""DATASET"": 130}","{""COMPUTE"": 1.8271119842829076, ""MEMORY"": 1.8452655889145497, ""API_CREDITS"": 1.8464912280701755, ""DATASET"": 1.9076923076923078}",4,11,6,0.1797536707006077,0.08480572127477601,0.5845384543709448,0.0504501679502034,47.25260245811089,30.460291721554146,48.41907659575252
delta0.25__high,0.25,high,1.9,223200515,3a3624d0767eaa31,"{""COMPUTE"": 414, ""MEMORY"": 358, ""API_CREDITS"": 177, ""DATASET"": 121}","{""COMPUTE"": 1.9565217391304348, ""MEMORY"": 1.9385474860335195, ""API_CREDITS"": 2.0677966101694913, ""DATASET"": 1.71900826446281}",4,9,5,0.14660252634152723,0.1327807441791479,0.4812867225344944,0.07840528377224804,35.05634863004099,15.59266272483876,47.7133580398365
delta0.25__high,0.25,high,1.9,271508238,42b23463f1ecea48,"{""COMPUTE"": 419, ""MEMORY"": 361, ""API_CREDITS"": 185, ""DATASET"": 114}","{""COMPUTE"": 1.8711217183770883, ""MEMORY"": 1.8254847645429362, ""API_CREDITS"": 1.8432432432432433, ""DATASET"": 1.6140350877192982}",4,9,8,0.17121772343913322,0.12856056355902182,0.4975759531307619,0.08986800810472308,60.75820620611353,11.322165303479153,46.881564999968674
delta0.25__high,0.25,high,1.9,278611269,acd144c1b436a7e7,"{""COMPUTE"": 448, ""MEMORY"": 411, ""API_CREDITS"": 178, ""DATASET"": 191}","{""COMPUTE"": 2.0580357142857144, ""MEMORY"": 2.0364963503649633, ""API_CREDITS"": 2.1741573033707864, ""DATASET"": 1.8848167539267016}",4,9,5,0.14346096428514735,0.09331356046072052,0.5141002830951652,0.06036094945303206,43.643127644754145,22.3348649713058,38.16819830463914
delta0.25__high,0.25,high,1.9,279304908,f981d37174c577cf,"{""COMPUTE"": 419, ""MEMORY"": 356, ""API_CREDITS"": 183, ""DATASET"": 106}","{""COMPUTE"": 1.7613365155131264, ""MEMORY"": 1.7865168539325842, ""API_CREDITS"": 1.8360655737704918, ""DATASET"": 1.8113207547169812}",4,11,9,0.1466543629108882,0.15347494564701092,0.48209359650199746,0.09918479956171765,40.11689658387079,15.469212530331959,36.76927652899052
delta0.25__high,0.25,high,1.9,284064978,fb8f322c5d80d41f,"{""COMPUTE"": 500, ""MEMORY"": 428, ""API_CREDITS"": 248, ""DATASET"": 115}","{""COMPUTE"": 2.176, ""MEMORY"": 2.191588785046729, ""API_CREDITS"": 2.153225806451613, ""DATASET"": 2.365217391304348}",4,9,8,0.20890102732146087,0.04937756701316136,0.5459911546598851,0.03786172897542669,77.1098164716863,29.07450603744117,80.6028466695003
delta0.25__high,0.25,high,1.9,322453867,bb9afcbaeeeb412a,"{""COMPUTE"": 508, ""MEMORY"": 405, ""API_CREDITS"": 246, ""DATASET"": 60}","{""COMPUTE"": 2.1102362204724407, ""MEMORY"": 2.1432098765432097, ""API_CREDITS"": 2.097560975609756, ""DATASET"": 2.6666666666666665}",4,8,6,0.20943629889560578,0.0576112521760801,0.546637975637468,0.036888647375091434,76.26281294770779,28.800463219392025,60.0767807952563
delta0.25__high,0.25,high,1.9,343457384,b3024453170f2415,"{""COMPUTE"": 610, ""MEMORY"": 493, ""API_CREDITS"": 296, ""DATASET"": 89}","{""COMPUTE"": 1.777049180327869, ""MEMORY"": 1.7667342799188641, ""API_CREDITS"": 1.7466216216216217, ""DATASET"": 1.7078651685393258}",4,11,7,0.14473222224788312,0.050809453121491516,0.3961208812554364,0.03708651562322416,41.83392653028008,14.106490213848323,21.552838374177536
delta0.25__high,0.25,high,1.9,386742898,cc284858b9cea0a9,"{""COMPUTE"": 466, ""MEMORY"": 417, ""API_CREDITS"": 202, ""DATASET"": 164}","{""COMPUTE"": 2.1373390557939915, ""MEMORY"": 2.0863309352517985, ""API_CREDITS"": 2.1881188118811883, ""DATASET"": 1.853658536585366}",4,9,6,0.18410057036801816,0.12511766210292838,0.5341701151462763,0.07968130941135797,52.6402907400201,23.16405685703164,43.93796690093786
delta0.25__high,0.25,high,1.9,396660506,f4e3abf2b2989336,"{""COMPUTE"": 330, ""MEMORY"": 278, ""API_CREDITS"": 163, ""DATASET"": 61}","{""COMPUTE"": 2.090909090909091, ""MEMORY"": 2.068345323741007, ""API_CREDITS"": 2.067484662576687, ""DATASET"": 1.9672131147540983}",4,12,10,0.23358799374299366,0.06504700571609505,0.5940262404903793,0.03966494175902922,102.90802925978691,26.17905569917097,80.97194767077535
delta0.25__high,0.25,high,1.9,421967079,6e2058948973ff3b,"{""COMPUTE"": 555, ""MEMORY"": 469, ""API_CREDITS"": 267, ""DATASET"": 123}","{""COMPUTE"": 1.8234234234234235, ""MEMORY"": 1.816631130063966, ""API_CREDITS"": 1.7827715355805243, ""DATASET"": 1.8211382113821137}",4,13,8,0.15205752448949114,0.10849560833108375,0.4253770535357318,0.07242178606562245,53.28482849097813,19.323031577514712,62.14599306024826
delta0.25__high,0.25,high,1.9,433449607,c47dce4f9edafb29,"{""COMPUTE"": 579, ""MEMORY"": 499, ""API_CREDITS"": 261, ""DATASET"": 163}","{""COMPUTE"": 1.6994818652849741, ""MEMORY"": 1.717434869739479, ""API_CREDITS"": 1.6666666666666667, ""DATASET"": 1.8159509202453987}",4,15,9,0.17052339991128326,0.10658468932480808,0.39399415369539104,0.06967779428006586,65.77393434931172,13.550701366746447,27.359302292281033
delta0.25__high,0.25,high,1.9,446926817,725f4c7ebd82c925,"{""COMPUTE"": 477, ""MEMORY"": 385, ""API_CREDITS"": 222, ""DATASET"": 71}","{""COMPUTE"": 1.849056603773585, ""MEMORY"": 1.851948051948052, ""API_CREDITS"": 1.8333333333333333, ""DATASET"": 1.9154929577464788}",4,10,3,0.14573818740069278,0.12363277423825512,0.3995605203422565,0.07832555287628946,42.050925893835455,12.333409452319321,23.25603800783973
delta0.25__high,0.25,high,1.9,453512931,8f79379b4918f6ec,"{""COMPUTE"": 481, ""MEMORY"": 409, ""API_CREDITS"": 231, ""DATASET"": 110}","{""COMPUTE"": 1.9625779625779627, ""MEMORY"": 1.9486552567237163, ""API_CREDITS"": 1.9870129870129871, ""DATASET"": 1.8181818181818181}",4,9,6,0.15793395014157935,0.09573042643630879,0.5010517108967565,0.054406070509011674,38.27893936764392,18.636426976887883,31.092857391499127
delta0.25__high,0.25,high,1.9,469716932,9ee8e36a46847d37,"{""COMPUTE"": 530, ""MEMORY"": 419, ""API_CREDITS"": 245, ""DATASET"": 64}","{""COMPUTE"": 1.8226415094339623, ""MEMORY"": 1.8138424821002386, ""API_CREDITS"": 1.8938775510204082, ""DATASET"": 1.5}",4,17,13,0.1784732947028712,0.05506774769343002,0.5284314090934258,0.03911334349822854,47.4821686324179,11.268946316604191,59.30363457617242
delta0.25__high,0.25,high,1.9,484036427,1aacdaa62f9b9a1a,"{""COMPUTE"": 485, ""MEMORY"": 406, ""API_CREDITS"": 249, ""DATASET"": 85}","{""COMPUTE"": 1.822680412371134, ""MEMORY"": 1.8054187192118227, ""API_CREDITS"": 1.8433734939759037, ""DATASET"": 1.6}",4,14,8,0.15125500762953936,0.03789089836508228,0.4702737377269332,0.022923574940456742,58.231709075016035,9.085216127081749,48.129472446155624
delta0.25__high,0.25,high,1.9,496510537,da7c3fe4913f760b,"{""COMPUTE"": 710, ""MEMORY"": 578, ""API_CREDITS"": 342, ""DATASET"": 117}","{""COMPUTE"": 1.7690140845070423, ""MEMORY"": 1.7491349480968859, ""API_CREDITS"": 1.7573099415204678, ""DATASET"": 1.5726495726495726}",4,11,6,0.1335797218260768,0.057225090066883776,0.37095397281976217,0.043673951923054434,62.52400595296953,17.18373028730114,48.598235510554
delta0.25__high,0.25,high,1.9,561058638,7a0d5758caad935a,"{""COMPUTE"": 532, ""MEMORY"": 405, ""API_CREDITS"": 249, ""DATASET"": 31}","{""COMPUTE"": 1.9022556390977443, ""MEMORY"": 1.945679012345679, ""API_CREDITS"": 1.895582329317269, ""DATASET"": 3.096774193548387}",4,12,8,0.14718512456889485,0.044401586011237525,0.4447329955866289,0.02782638245472004,36.72302689353163,13.624036005074574,31.90766822458779
delta0.25__high,0.25,high,1.9,572743071,f44d47027c05c798,"{""COMPUTE"": 575, ""MEMORY"": 474, ""API_CREDITS"": 259, ""DATASET"": 116}","{""COMPUTE"": 1.8504347826086958, ""MEMORY"": 1.8080168776371308, ""API_CREDITS"": 1.8803088803088803, ""DATASET"": 1.4482758620689655}",4,12,12,0.22354662201495631,0.07441424453479492,0.5508387068865532,0.04534824221312251,61.47564393907686,19.52434828984889,40.964392294515356
delta0.25__high,0.25,high,1.9,584741180,db1406b99883cf94,"{""COMPUTE"": 448, ""MEMORY"": 399, ""API_CREDITS"": 196, ""DATASET"": 151}","{""COMPUTE"": 1.8616071428571428, ""MEMORY"": 1.8771929824561404, ""API_CREDITS"": 1.8520408163265305, ""DATASET"": 1.9602649006622517}",4,8,4,0.1236286663882407,0.14461530107382395,0.4460279646909693,0.09427143763737099,38.44822835161077,18.537941361164048,41.47720443891863
delta0.25__high,0.25,high,1.9,585558921,3eb21fab543cffde,"{""COMPUTE"": 384, ""MEMORY"": 327, ""API_CREDITS"": 158, ""DATASET"": 105}","{""COMPUTE"": 2.4322916666666665, ""MEMORY"": 2.4220183486238533, ""API_CREDITS"": 2.7088607594936707, ""DATASET"": 2.1333333333333333}",4,14,14,0.2150756408203555,0.08710204093393642,0.579541109127424,0.05518983847647361,70.1482384610565,19.759775622034095,71.24003663736832
delta0.25__high,0.25,high,1.9,602333967,cc167897a7212186,"{""COMPUTE"": 526, ""MEMORY"": 443, ""API_CREDITS"": 243, ""DATASET"": 120}","{""COMPUTE"": 1.7718631178707225, ""MEMORY"": 1.724604966139955, ""API_CREDITS"": 1.8106995884773662, ""DATASET"": 1.3333333333333333}",4,14,12,0.1725785739565178,0.07170966226241514,0.5666487106651482,0.04316522287144713,45.68941588113977,14.791696237741855,15.618902696600925
delta0.25__high,0.25,high,1.9,608406825,f671ca8f87e07daa,"{""COMPUTE"": 560, ""MEMORY"": 457, ""API_CREDITS"": 278, ""DATASET"": 84}","{""COMPUTE"": 1.6714285714285715, ""MEMORY"": 1.7089715536105032, ""API_CREDITS"": 1.5359712230215827, ""DATASET"": 2.380952380952381}",4,13,10,0.19385590944637263,0.04785515514517349,0.5452466503585944,0.03260538252362434,64.01862043069602,20.41778819291568,30.243306910947155
delta0.25__high,0.25,high,1.9,610357580,2e40c65fabb00851,"{""COMPUTE"": 511, ""MEMORY"": 425, ""API_CREDITS"": 240, ""DATASET"": 102}","{""COMPUTE"": 2.1291585127201564, ""MEMORY"": 2.124705882352941, ""API_CREDITS"": 2.1375, ""DATASET"": 2.1176470588235294}",4,9,3,0.11632916424985773,0.12272034538496941,0.4304592582038007,0.07733774981948711,36.75654428471292,8.087757059650766,35.248423246110924
delta0.25__high,0.25,high,1.9,616227400,fd824ac26620dced,"{""COMPUTE"": 407, ""MEMORY"": 350, ""API_CREDITS"": 181, ""DATASET"": 110}","{""COMPUTE"": 2.004914004914005, ""MEMORY"": 2.0285714285714285, ""API_CREDITS"": 1.977900552486188, ""DATASET"": 2.1818181818181817}",4,11,10,0.18897771463479704,0.13253133296005146,0.49795561243016057,0.08717810621738048,78.7352876425553,23.735141126193117,44.569419275267045
delta0.25__high,0.25,high,1.9,638377088,6281960be3a0c4fe,"{""COMPUTE"": 279, ""MEMORY"": 259, ""API_CREDITS"": 101, ""DATASET"": 125}","{""COMPUTE"": 2.272401433691756, ""MEMORY"": 2.200772200772201, ""API_CREDITS"": 2.4356435643564356, ""DATASET"": 1.92}",4,10,6,0.16044906176682763,0.16988629340415567,0.5148459517996157,0.1072025507544136,48.93104214197404,11.005180042596407,57.36995746436212
delta0.25__high,0.25,high,1.9,659053096,444c642fcbc89220,"{""COMPUTE"": 432, ""MEMORY"": 363, ""API_CREDITS"": 186, ""DATASET"": 104}","{""COMPUTE"": 1.9305555555555556, ""MEMORY"": 1.9008264462809918, ""API_CREDITS"": 1.946236559139785, ""DATASET"": 1.6923076923076923}",4,11,11,0.20860816294161924,0.122939055017905,0.6581403524464629,0.08209202395011002,42.0820297330931,24.50983778597076,36.399626570481225
delta0.25__high,0.25,high,1.9,677637387,209e4dfa1687118f,"{""COMPUTE"": 554, ""MEMORY"": 466, ""API_CREDITS"": 264, ""DATASET"": 121}","{""COMPUTE"": 1.8014440433212997, ""MEMORY"": 1.7918454935622317, ""API_CREDITS"": 1.746212121212121, ""DATASET"": 1.7851239669421488}",4,10,5,0.16505911370700502,0.10051153763790578,0.5073306566478216,0.06038103997515273,51.730469382409524,30.40443338990192,54.096996713082184
