sweep,cell,regime,concentration,floor_regime,contention,seed,policy,utility_family,task_workload_hash,scenario_hash,agent,archetype,priority,completion,zero_completion,mandatory_failures,quality,backend_calls,blocked_calls,allocated,charged,min_bound,upper_bound,any_used_at_lower_bound,all_used_above_lower_bound,alloc_distance_from_equal,completion_minus_equal,latent_probs
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,2485047775,drf,none,a3e70c5fc0b49a7e,3a42417e682a3864,a5,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.5562499999999999,16,5,"{""COMPUTE"": 129, ""MEMORY"": 106, ""DATASET"": 23, ""API_CREDITS"": 58}","{""COMPUTE"": 126, ""MEMORY"": 100, ""DATASET"": 16, ""API_CREDITS"": 58}","{""COMPUTE"": 26, ""MEMORY"": 21, ""API_CREDITS"": 12, ""DATASET"": 4}","{""COMPUTE"": 218, ""MEMORY"": 177, ""API_CREDITS"": 106, ""DATASET"": 24}",False,True,0.09278350515463918,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,2485047775,joint_linear,LINEAR,a3e70c5fc0b49a7e,3a42417e682a3864,a0,code_review+doc_processing+monitoring+research,1.0,0.375,False,5,0.2375,7,1,"{""COMPUTE"": 45, ""MEMORY"": 197, ""DATASET"": 40, ""API_CREDITS"": 41}","{""COMPUTE"": 38, ""MEMORY"": 34, ""DATASET"": 16, ""API_CREDITS"": 12}","{""COMPUTE"": 33, ""MEMORY"": 28, ""API_CREDITS"": 15, ""DATASET"": 8}","{""COMPUTE"": 238, ""MEMORY"": 197, ""API_CREDITS"": 114, ""DATASET"": 40}",False,True,0.6285714285714286,-0.25,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,2485047775,joint_linear,LINEAR,a3e70c5fc0b49a7e,3a42417e682a3864,a1,code_review+doc_processing+monitoring+research,1.0,0.25,False,6,0.1875,2,4,"{""COMPUTE"": 215, ""MEMORY"": 21, ""DATASET"": 5, ""API_CREDITS"": 12}","{""COMPUTE"": 20, ""MEMORY"": 16, ""DATASET"": 0, ""API_CREDITS"": 12}","{""COMPUTE"": 26, ""MEMORY"": 21, ""API_CREDITS"": 12, ""DATASET"": 5}","{""COMPUTE"": 218, ""MEMORY"": 177, ""API_CREDITS"": 106, ""DATASET"": 24}",True,False,0.8054607508532423,-0.625,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,2485047775,joint_linear,LINEAR,a3e70c5fc0b49a7e,3a42417e682a3864,a2,code_review+monitoring+research,1.0,0.375,False,5,0.2625,4,4,"{""COMPUTE"": 28, ""MEMORY"": 174, ""DATASET"": 40, ""API_CREDITS"": 122}","{""COMPUTE"": 28, ""MEMORY"": 25, ""DATASET"": 8, ""API_CREDITS"": 13}","{""COMPUTE"": 28, ""MEMORY"": 25, ""API_CREDITS"": 13, ""DATASET"": 8}","{""COMPUTE"": 238, ""MEMORY"": 201, ""API_CREDITS"": 122, ""DATASET"": 40}",True,False,0.7960526315789473,-0.375,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,2485047775,joint_linear,LINEAR,a3e70c5fc0b49a7e,3a42417e682a3864,a3,code_review+doc_processing+monitoring+research,1.0,0.5,False,4,0.31875000000000003,7,2,"{""COMPUTE"": 183, ""MEMORY"": 52, ""DATASET"": 32, ""API_CREDITS"": 11}","{""COMPUTE"": 34, ""MEMORY"": 35, ""DATASET"": 24, ""API_CREDITS"": 9}","{""COMPUTE"": 26, ""MEMORY"": 21, ""API_CREDITS"": 11, ""DATASET"": 6}","{""COMPUTE"": 194, ""MEMORY"": 160, ""API_CREDITS"": 88, ""DATASET"": 32}",True,False,0.5426621160409556,-0.25,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,2485047775,joint_linear,LINEAR,a3e70c5fc0b49a7e,3a42417e682a3864,a4,doc_processing+monitoring+research,1.0,0.25,False,6,0.175,5,1,"{""COMPUTE"": 43, ""MEMORY"": 146, ""DATASET"": 39, ""API_CREDITS"": 136}","{""COMPUTE"": 42, ""MEMORY"": 38, ""DATASET"": 16, ""API_CREDITS"": 18}","{""COMPUTE"": 43, ""MEMORY"": 36, ""API_CREDITS"": 20, ""DATASET"": 9}","{""COMPUTE"": 282, ""MEMORY"": 232, ""API_CREDITS"": 136, ""DATASET"": 48}",True,False,0.621301775147929,-0.375,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,2485047775,joint_linear,LINEAR,a3e70c5fc0b49a7e,3a42417e682a3864,a5,code_review+doc_processing+monitoring+research,1.0,0.125,False,7,0.0875,3,1,"{""COMPUTE"": 215, ""MEMORY"": 21, ""DATASET"": 4, ""API_CREDITS"": 12}","{""COMPUTE"": 22, ""MEMORY"": 16, ""DATASET"": 0, ""API_CREDITS"": 10}","{""COMPUTE"": 26, ""MEMORY"": 21, ""API_CREDITS"": 12, ""DATASET"": 4}","{""COMPUTE"": 218, ""MEMORY"": 177, ""API_CREDITS"": 106, ""DATASET"": 24}",True,False,0.8075601374570447,-0.625,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,equal,none,284a0e5b333e723f,40da741cc7172854,a0,code_review+doc_processing+research,1.0,0.625,False,3,0.49375,14,5,"{""COMPUTE"": 132, ""MEMORY"": 108, ""DATASET"": 23, ""API_CREDITS"": 64}","{""COMPUTE"": 130, ""MEMORY"": 104, ""DATASET"": 16, ""API_CREDITS"": 64}","{""COMPUTE"": 36, ""MEMORY"": 29, ""API_CREDITS"": 18, ""DATASET"": 4}","{""COMPUTE"": 286, ""MEMORY"": 229, ""API_CREDITS"": 146, ""DATASET"": 24}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,equal,none,284a0e5b333e723f,40da741cc7172854,a1,code_review+doc_processing+monitoring+research,1.0,0.875,False,1,0.6531250000000001,17,5,"{""COMPUTE"": 122, ""MEMORY"": 100, ""DATASET"": 23, ""API_CREDITS"": 57}","{""COMPUTE"": 122, ""MEMORY"": 98, ""DATASET"": 16, ""API_CREDITS"": 54}","{""COMPUTE"": 26, ""MEMORY"": 21, ""API_CREDITS"": 12, ""DATASET"": 4}","{""COMPUTE"": 218, ""MEMORY"": 177, ""API_CREDITS"": 106, ""DATASET"": 24}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,equal,none,284a0e5b333e723f,40da741cc7172854,a2,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.5593750000000001,16,3,"{""COMPUTE"": 124, ""MEMORY"": 103, ""DATASET"": 27, ""API_CREDITS"": 57}","{""COMPUTE"": 124, ""MEMORY"": 103, ""DATASET"": 24, ""API_CREDITS"": 57}","{""COMPUTE"": 28, ""MEMORY"": 24, ""API_CREDITS"": 12, ""DATASET"": 8}","{""COMPUTE"": 204, ""MEMORY"": 171, ""API_CREDITS"": 94, ""DATASET"": 40}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,equal,none,284a0e5b333e723f,40da741cc7172854,a3,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.53125,15,6,"{""COMPUTE"": 121, ""MEMORY"": 100, ""DATASET"": 16, ""API_CREDITS"": 58}","{""COMPUTE"": 118, ""MEMORY"": 94, ""DATASET"": 16, ""API_CREDITS"": 54}","{""COMPUTE"": 26, ""MEMORY"": 21, ""API_CREDITS"": 13, ""DATASET"": 3}","{""COMPUTE"": 242, ""MEMORY"": 194, ""API_CREDITS"": 124, ""DATASET"": 16}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,equal,none,284a0e5b333e723f,40da741cc7172854,a4,code_review+doc_processing+monitoring+research,1.0,0.5,False,4,0.38749999999999996,12,4,"{""COMPUTE"": 131, ""MEMORY"": 109, ""DATASET"": 27, ""API_CREDITS"": 62}","{""COMPUTE"": 124, ""MEMORY"": 103, ""DATASET"": 24, ""API_CREDITS"": 61}","{""COMPUTE"": 36, ""MEMORY"": 30, ""API_CREDITS"": 17, ""DATASET"": 8}","{""COMPUTE"": 272, ""MEMORY"": 225, ""API_CREDITS"": 138, ""DATASET"": 40}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,equal,none,284a0e5b333e723f,40da741cc7172854,a5,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.5437500000000001,15,6,"{""COMPUTE"": 133, ""MEMORY"": 110, ""DATASET"": 26, ""API_CREDITS"": 63}","{""COMPUTE"": 130, ""MEMORY"": 107, ""DATASET"": 24, ""API_CREDITS"": 61}","{""COMPUTE"": 38, ""MEMORY"": 32, ""API_CREDITS"": 18, ""DATASET"": 8}","{""COMPUTE"": 272, ""MEMORY"": 223, ""API_CREDITS"": 134, ""DATASET"": 40}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,drf,none,284a0e5b333e723f,40da741cc7172854,a0,code_review+doc_processing+research,1.0,0.75,False,2,0.5625,14,8,"{""COMPUTE"": 137, ""MEMORY"": 110, ""DATASET"": 17, ""API_CREDITS"": 68}","{""COMPUTE"": 132, ""MEMORY"": 106, ""DATASET"": 16, ""API_CREDITS"": 66}","{""COMPUTE"": 36, ""MEMORY"": 29, ""API_CREDITS"": 18, ""DATASET"": 4}","{""COMPUTE"": 286, ""MEMORY"": 229, ""API_CREDITS"": 146, ""DATASET"": 24}",False,True,0.05198776758409786,0.125,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,drf,none,284a0e5b333e723f,40da741cc7172854,a1,code_review+doc_processing+monitoring+research,1.0,1.0,False,0,0.7,18,8,"{""COMPUTE"": 136, ""MEMORY"": 111, ""DATASET"": 24, ""API_CREDITS"": 61}","{""COMPUTE"": 136, ""MEMORY"": 111, ""DATASET"": 24, ""API_CREDITS"": 61}","{""COMPUTE"": 26, ""MEMORY"": 21, ""API_CREDITS"": 12, ""DATASET"": 4}","{""COMPUTE"": 218, ""MEMORY"": 177, ""API_CREDITS"": 106, ""DATASET"": 24}",False,True,0.09933774834437085,0.125,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,drf,none,284a0e5b333e723f,40da741cc7172854,a2,code_review+doc_processing+monitoring+research,1.0,0.625,False,3,0.446875,12,3,"{""COMPUTE"": 97, ""MEMORY"": 83, ""DATASET"": 27, ""API_CREDITS"": 42}","{""COMPUTE"": 92, ""MEMORY"": 79, ""DATASET"": 24, ""API_CREDITS"": 40}","{""COMPUTE"": 28, ""MEMORY"": 24, ""API_CREDITS"": 12, ""DATASET"": 8}","{""COMPUTE"": 204, ""MEMORY"": 171, ""API_CREDITS"": 94, ""DATASET"": 40}",False,True,0.19935691318327975,-0.125,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,drf,none,284a0e5b333e723f,40da741cc7172854,a3,code_review+doc_processing+monitoring+research,1.0,1.0,False,0,0.71875,17,10,"{""COMPUTE"": 138, ""MEMORY"": 110, ""DATASET"": 16, ""API_CREDITS"": 66}","{""COMPUTE"": 138, ""MEMORY"": 110, ""DATASET"": 16, ""API_CREDITS"": 66}","{""COMPUTE"": 26, ""MEMORY"": 21, ""API_CREDITS"": 13, ""DATASET"": 3}","{""COMPUTE"": 242, ""MEMORY"": 194, ""API_CREDITS"": 124, ""DATASET"": 16}",False,True,0.11864406779661017,0.25,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,drf,none,284a0e5b333e723f,40da741cc7172854,a4,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.55,13,7,"{""COMPUTE"": 124, ""MEMORY"": 104, ""DATASET"": 27, ""API_CREDITS"": 60}","{""COMPUTE"": 118, ""MEMORY"": 99, ""DATASET"": 24, ""API_CREDITS"": 57}","{""COMPUTE"": 36, ""MEMORY"": 30, ""API_CREDITS"": 17, ""DATASET"": 8}","{""COMPUTE"": 272, ""MEMORY"": 225, ""API_CREDITS"": 138, ""DATASET"": 40}",False,True,0.0425531914893617,0.25,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,drf,none,284a0e5b333e723f,40da741cc7172854,a5,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.5437500000000001,15,6,"{""COMPUTE"": 131, ""MEMORY"": 110, ""DATASET"": 26, ""API_CREDITS"": 63}","{""COMPUTE"": 130, ""MEMORY"": 107, ""DATASET"": 24, ""API_CREDITS"": 61}","{""COMPUTE"": 38, ""MEMORY"": 32, ""API_CREDITS"": 18, ""DATASET"": 8}","{""COMPUTE"": 272, ""MEMORY"": 223, ""API_CREDITS"": 134, ""DATASET"": 40}",False,True,0.006024096385542169,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,joint_linear,LINEAR,284a0e5b333e723f,40da741cc7172854,a0,code_review+doc_processing+research,1.0,0.25,False,6,0.18125,4,3,"{""COMPUTE"": 154, ""MEMORY"": 29, ""DATASET"": 4, ""API_CREDITS"": 146}","{""COMPUTE"": 32, ""MEMORY"": 24, ""DATASET"": 0, ""API_CREDITS"": 16}","{""COMPUTE"": 36, ""MEMORY"": 29, ""API_CREDITS"": 18, ""DATASET"": 4}","{""COMPUTE"": 286, ""MEMORY"": 229, ""API_CREDITS"": 146, ""DATASET"": 24}",True,False,0.617737003058104,-0.375,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,joint_linear,LINEAR,284a0e5b333e723f,40da741cc7172854,a1,code_review+doc_processing+monitoring+research,1.0,0.25,False,6,0.16875,3,2,"{""COMPUTE"": 218, ""MEMORY"": 23, ""DATASET"": 15, ""API_CREDITS"": 12}","{""COMPUTE"": 18, ""MEMORY"": 17, ""DATASET"": 8, ""API_CREDITS"": 7}","{""COMPUTE"": 26, ""MEMORY"": 21, ""API_CREDITS"": 12, ""DATASET"": 4}","{""COMPUTE"": 218, ""MEMORY"": 177, ""API_CREDITS"": 106, ""DATASET"": 24}",True,False,0.7483443708609272,-0.625,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,joint_linear,LINEAR,284a0e5b333e723f,40da741cc7172854,a2,code_review+doc_processing+monitoring+research,1.0,0.5,False,4,0.31875000000000003,7,2,"{""COMPUTE"": 87, ""MEMORY"": 171, ""DATASET"": 40, ""API_CREDITS"": 12}","{""COMPUTE"": 34, ""MEMORY"": 35, ""DATASET"": 24, ""API_CREDITS"": 9}","{""COMPUTE"": 28, ""MEMORY"": 24, ""API_CREDITS"": 12, ""DATASET"": 8}","{""COMPUTE"": 204, ""MEMORY"": 171, ""API_CREDITS"": 94, ""DATASET"": 40}",True,False,0.5241157556270096,-0.25,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,joint_linear,LINEAR,284a0e5b333e723f,40da741cc7172854,a3,code_review+doc_processing+monitoring+research,1.0,0.125,False,7,0.0875,3,1,"{""COMPUTE"": 227, ""MEMORY"": 21, ""DATASET"": 3, ""API_CREDITS"": 13}","{""COMPUTE"": 22, ""MEMORY"": 16, ""DATASET"": 0, ""API_CREDITS"": 10}","{""COMPUTE"": 26, ""MEMORY"": 21, ""API_CREDITS"": 13, ""DATASET"": 3}","{""COMPUTE"": 242, ""MEMORY"": 194, ""API_CREDITS"": 124, ""DATASET"": 16}",True,False,0.823728813559322,-0.625,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,joint_linear,LINEAR,284a0e5b333e723f,40da741cc7172854,a4,code_review+doc_processing+monitoring+research,1.0,0.125,False,7,0.1,3,1,"{""COMPUTE"": 36, ""MEMORY"": 167, ""DATASET"": 40, ""API_CREDITS"": 138}","{""COMPUTE"": 34, ""MEMORY"": 29, ""DATASET"": 8, ""API_CREDITS"": 17}","{""COMPUTE"": 36, ""MEMORY"": 30, ""API_CREDITS"": 17, ""DATASET"": 8}","{""COMPUTE"": 272, ""MEMORY"": 225, ""API_CREDITS"": 138, ""DATASET"": 40}",True,False,0.7355623100303952,-0.375,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1464621060,joint_linear,LINEAR,284a0e5b333e723f,40da741cc7172854,a5,code_review+doc_processing+monitoring+research,1.0,0.375,False,5,0.25625,6,3,"{""COMPUTE"": 41, ""MEMORY"": 219, ""DATASET"": 40, ""API_CREDITS"": 40}","{""COMPUTE"": 40, ""MEMORY"": 33, ""DATASET"": 8, ""API_CREDITS"": 17}","{""COMPUTE"": 38, ""MEMORY"": 32, ""API_CREDITS"": 18, ""DATASET"": 8}","{""COMPUTE"": 272, ""MEMORY"": 223, ""API_CREDITS"": 134, ""DATASET"": 40}",False,True,0.7168674698795181,-0.375,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,equal,none,f18d092f209dea89,44a7802bd5e8f4ed,a0,code_review+doc_processing+research,1.0,0.625,False,3,0.49375,14,5,"{""COMPUTE"": 123, ""MEMORY"": 99, ""DATASET"": 16, ""API_CREDITS"": 59}","{""COMPUTE"": 120, ""MEMORY"": 93, ""DATASET"": 8, ""API_CREDITS"": 58}","{""COMPUTE"": 36, ""MEMORY"": 28, ""API_CREDITS"": 17, ""DATASET"": 3}","{""COMPUTE"": 276, ""MEMORY"": 216, ""API_CREDITS"": 136, ""DATASET"": 16}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,equal,none,f18d092f209dea89,44a7802bd5e8f4ed,a1,code_review+doc_processing+monitoring+research,1.0,0.625,False,3,0.45,14,4,"{""COMPUTE"": 125, ""MEMORY"": 103, ""DATASET"": 25, ""API_CREDITS"": 60}","{""COMPUTE"": 120, ""MEMORY"": 99, ""DATASET"": 24, ""API_CREDITS"": 55}","{""COMPUTE"": 38, ""MEMORY"": 32, ""API_CREDITS"": 18, ""DATASET"": 8}","{""COMPUTE"": 272, ""MEMORY"": 223, ""API_CREDITS"": 134, ""DATASET"": 40}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,equal,none,f18d092f209dea89,44a7802bd5e8f4ed,a2,code_review+doc_processing+monitoring+research,1.0,0.875,False,1,0.640625,13,9,"{""COMPUTE"": 111, ""MEMORY"": 90, ""DATASET"": 16, ""API_CREDITS"": 54}","{""COMPUTE"": 104, ""MEMORY"": 83, ""DATASET"": 8, ""API_CREDITS"": 53}","{""COMPUTE"": 24, ""MEMORY"": 19, ""API_CREDITS"": 12, ""DATASET"": 3}","{""COMPUTE"": 242, ""MEMORY"": 196, ""API_CREDITS"": 128, ""DATASET"": 16}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,equal,none,f18d092f209dea89,44a7802bd5e8f4ed,a3,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.559375,12,7,"{""COMPUTE"": 117, ""MEMORY"": 97, ""DATASET"": 23, ""API_CREDITS"": 56}","{""COMPUTE"": 106, ""MEMORY"": 88, ""DATASET"": 16, ""API_CREDITS"": 54}","{""COMPUTE"": 31, ""MEMORY"": 26, ""API_CREDITS"": 15, ""DATASET"": 6}","{""COMPUTE"": 262, ""MEMORY"": 216, ""API_CREDITS"": 136, ""DATASET"": 32}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,equal,none,f18d092f209dea89,44a7802bd5e8f4ed,a4,code_review+doc_processing+monitoring,1.0,0.75,False,2,0.55,12,5,"{""COMPUTE"": 102, ""MEMORY"": 85, ""DATASET"": 23, ""API_CREDITS"": 47}","{""COMPUTE"": 90, ""MEMORY"": 76, ""DATASET"": 16, ""API_CREDITS"": 43}","{""COMPUTE"": 16, ""MEMORY"": 15, ""API_CREDITS"": 6, ""DATASET"": 6}","{""COMPUTE"": 160, ""MEMORY"": 138, ""API_CREDITS"": 76, ""DATASET"": 32}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,equal,none,f18d092f209dea89,44a7802bd5e8f4ed,a5,code_review+doc_processing+research,1.0,0.875,False,1,0.6375000000000001,13,11,"{""COMPUTE"": 113, ""MEMORY"": 91, ""DATASET"": 8, ""API_CREDITS"": 55}","{""COMPUTE"": 106, ""MEMORY"": 80, ""DATASET"": 0, ""API_CREDITS"": 54}","{""COMPUTE"": 27, ""MEMORY"": 21, ""API_CREDITS"": 14, ""DATASET"": 1}","{""COMPUTE"": 266, ""MEMORY"": 211, ""API_CREDITS"": 142, ""DATASET"": 8}",False,True,0.0,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,drf,none,f18d092f209dea89,44a7802bd5e8f4ed,a0,code_review+doc_processing+research,1.0,0.75,False,2,0.5687500000000001,17,6,"{""COMPUTE"": 141, ""MEMORY"": 110, ""DATASET"": 12, ""API_CREDITS"": 67}","{""COMPUTE"": 140, ""MEMORY"": 107, ""DATASET"": 8, ""API_CREDITS"": 67}","{""COMPUTE"": 36, ""MEMORY"": 28, ""API_CREDITS"": 17, ""DATASET"": 3}","{""COMPUTE"": 276, ""MEMORY"": 216, ""API_CREDITS"": 136, ""DATASET"": 16}",False,True,0.13804713804713806,0.125,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,drf,none,f18d092f209dea89,44a7802bd5e8f4ed,a1,code_review+doc_processing+monitoring+research,1.0,0.5,False,4,0.375,12,4,"{""COMPUTE"": 112, ""MEMORY"": 94, ""DATASET"": 23, ""API_CREDITS"": 54}","{""COMPUTE"": 112, ""MEMORY"": 90, ""DATASET"": 16, ""API_CREDITS"": 54}","{""COMPUTE"": 38, ""MEMORY"": 32, ""API_CREDITS"": 18, ""DATASET"": 8}","{""COMPUTE"": 272, ""MEMORY"": 223, ""API_CREDITS"": 134, ""DATASET"": 40}",False,True,0.09584664536741214,-0.125,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,drf,none,f18d092f209dea89,44a7802bd5e8f4ed,a2,code_review+doc_processing+monitoring+research,1.0,1.0,False,0,0.725,15,11,"{""COMPUTE"": 126, ""MEMORY"": 102, ""DATASET"": 16, ""API_CREDITS"": 62}","{""COMPUTE"": 126, ""MEMORY"": 102, ""DATASET"": 16, ""API_CREDITS"": 62}","{""COMPUTE"": 24, ""MEMORY"": 19, ""API_CREDITS"": 12, ""DATASET"": 3}","{""COMPUTE"": 242, ""MEMORY"": 196, ""API_CREDITS"": 128, ""DATASET"": 16}",False,True,0.12915129151291513,0.125,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,drf,none,f18d092f209dea89,44a7802bd5e8f4ed,a3,code_review+doc_processing+monitoring+research,1.0,0.75,False,2,0.559375,12,7,"{""COMPUTE"": 115, ""MEMORY"": 96, ""DATASET"": 23, ""API_CREDITS"": 57}","{""COMPUTE"": 106, ""MEMORY"": 88, ""DATASET"": 16, ""API_CREDITS"": 54}","{""COMPUTE"": 31, ""MEMORY"": 26, ""API_CREDITS"": 15, ""DATASET"": 6}","{""COMPUTE"": 262, ""MEMORY"": 216, ""API_CREDITS"": 136, ""DATASET"": 32}",False,True,0.013651877133105802,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,drf,none,f18d092f209dea89,44a7802bd5e8f4ed,a4,code_review+doc_processing+monitoring,1.0,0.625,False,3,0.43125,7,6,"{""COMPUTE"": 60, ""MEMORY"": 54, ""DATASET"": 23, ""API_CREDITS"": 23}","{""COMPUTE"": 46, ""MEMORY"": 42, ""DATASET"": 16, ""API_CREDITS"": 20}","{""COMPUTE"": 16, ""MEMORY"": 15, ""API_CREDITS"": 6, ""DATASET"": 6}","{""COMPUTE"": 160, ""MEMORY"": 138, ""API_CREDITS"": 76, ""DATASET"": 32}",False,True,0.377431906614786,-0.125,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,drf,none,f18d092f209dea89,44a7802bd5e8f4ed,a5,code_review+doc_processing+research,1.0,0.875,False,1,0.6687500000000001,15,9,"{""COMPUTE"": 134, ""MEMORY"": 104, ""DATASET"": 7, ""API_CREDITS"": 68}","{""COMPUTE"": 128, ""MEMORY"": 98, ""DATASET"": 0, ""API_CREDITS"": 67}","{""COMPUTE"": 27, ""MEMORY"": 21, ""API_CREDITS"": 14, ""DATASET"": 1}","{""COMPUTE"": 266, ""MEMORY"": 211, ""API_CREDITS"": 142, ""DATASET"": 8}",False,True,0.1797752808988764,0.0,"[0.25, 0.25, 0.25, 0.25]"
floor,iid_uniform__proportional_0.25__moderate,iid_uniform,,proportional_0.25,moderate,1594198431,joint_linear,LINEAR,f18d092f209dea89,44a7802bd5e8f4ed,a0,code_review+doc_processing+research,1.0,0.25,False,6,0.18125,4,3,"{""COMPUTE"": 197, ""MEMORY"": 28, ""DATASET"": 3, ""API_CREDITS"": 17}","{""COMPUTE"": 32, ""MEMORY"": 24, ""DATASET"": 0, ""API_CREDITS"": 16}","{""COMPUTE"": 36, ""MEMORY"": 28, ""API_CREDITS"": 17, ""DATASET"": 3}","{""COMPUTE"": 276, ""MEMORY"": 216, ""API_CREDITS"": 136, ""DATASET"": 16}",True,False,0.6734006734006734,-0.375,"[0.25, 0.25, 0.25, 0.25]"
