cell,regime,contention,seed,arm,agent,archetype,queue_order_completion,best_subset_completion,best_subset_count,mandatory_failures,allocated,charged,unused,min_bound,upper_bound
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,distributed_price_leontief,a5,monitoring+research,0.5,0.5,4,4,"{""COMPUTE"": 46, ""MEMORY"": 46, ""DATASET"": 32, ""API_CREDITS"": 12}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 32, ""API_CREDITS"": 4}","{""COMPUTE"": 14, ""MEMORY"": 10, ""DATASET"": 0, ""API_CREDITS"": 8}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 98, ""MEMORY"": 98, ""API_CREDITS"": 28, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,drf,a0,monitoring,0.5,0.5,4,4,"{""COMPUTE"": 35, ""MEMORY"": 39, ""DATASET"": 35, ""API_CREDITS"": 5}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 32, ""API_CREDITS"": 4}","{""COMPUTE"": 3, ""MEMORY"": 3, ""DATASET"": 3, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,drf,a1,code_review,0.625,0.625,5,3,"{""COMPUTE"": 54, ""MEMORY"": 43, ""DATASET"": 0, ""API_CREDITS"": 32}","{""COMPUTE"": 50, ""MEMORY"": 40, ""DATASET"": 0, ""API_CREDITS"": 30}","{""COMPUTE"": 4, ""MEMORY"": 3, ""DATASET"": 0, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 123, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,drf,a2,doc_processing,0.375,0.375,3,5,"{""COMPUTE"": 71, ""MEMORY"": 52, ""DATASET"": 0, ""API_CREDITS"": 32}","{""COMPUTE"": 66, ""MEMORY"": 48, ""DATASET"": 0, ""API_CREDITS"": 30}","{""COMPUTE"": 5, ""MEMORY"": 4, ""DATASET"": 0, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,drf,a3,monitoring,0.5,0.5,4,4,"{""COMPUTE"": 34, ""MEMORY"": 39, ""DATASET"": 34, ""API_CREDITS"": 4}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 32, ""API_CREDITS"": 4}","{""COMPUTE"": 2, ""MEMORY"": 3, ""DATASET"": 2, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,drf,a4,doc_processing+monitoring+research,0.5,0.5,4,4,"{""COMPUTE"": 78, ""MEMORY"": 69, ""DATASET"": 28, ""API_CREDITS"": 32}","{""COMPUTE"": 72, ""MEMORY"": 63, ""DATASET"": 24, ""API_CREDITS"": 29}","{""COMPUTE"": 6, ""MEMORY"": 6, ""DATASET"": 4, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 190, ""MEMORY"": 165, ""API_CREDITS"": 82, ""DATASET"": 56}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,drf,a5,monitoring+research,0.5,0.5,4,4,"{""COMPUTE"": 48, ""MEMORY"": 49, ""DATASET"": 34, ""API_CREDITS"": 13}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 32, ""API_CREDITS"": 4}","{""COMPUTE"": 16, ""MEMORY"": 13, ""DATASET"": 2, ""API_CREDITS"": 9}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 98, ""MEMORY"": 98, ""API_CREDITS"": 28, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,equal,a0,monitoring,0.5,0.5,4,4,"{""COMPUTE"": 56, ""MEMORY"": 50, ""DATASET"": 33, ""API_CREDITS"": 8}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 32, ""API_CREDITS"": 4}","{""COMPUTE"": 24, ""MEMORY"": 14, ""DATASET"": 1, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,equal,a1,code_review,0.5,0.5,4,4,"{""COMPUTE"": 56, ""MEMORY"": 50, ""DATASET"": 0, ""API_CREDITS"": 27}","{""COMPUTE"": 40, ""MEMORY"": 32, ""DATASET"": 0, ""API_CREDITS"": 24}","{""COMPUTE"": 16, ""MEMORY"": 18, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 123, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,equal,a2,doc_processing,0.25,0.25,2,6,"{""COMPUTE"": 55, ""MEMORY"": 50, ""DATASET"": 0, ""API_CREDITS"": 27}","{""COMPUTE"": 54, ""MEMORY"": 40, ""DATASET"": 0, ""API_CREDITS"": 25}","{""COMPUTE"": 1, ""MEMORY"": 10, ""DATASET"": 0, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,equal,a3,monitoring,0.5,0.5,4,4,"{""COMPUTE"": 55, ""MEMORY"": 50, ""DATASET"": 33, ""API_CREDITS"": 8}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 32, ""API_CREDITS"": 4}","{""COMPUTE"": 23, ""MEMORY"": 14, ""DATASET"": 1, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,equal,a4,doc_processing+monitoring+research,0.375,0.5,4,5,"{""COMPUTE"": 55, ""MEMORY"": 49, ""DATASET"": 33, ""API_CREDITS"": 27}","{""COMPUTE"": 50, ""MEMORY"": 47, ""DATASET"": 24, ""API_CREDITS"": 19}","{""COMPUTE"": 5, ""MEMORY"": 2, ""DATASET"": 9, ""API_CREDITS"": 8}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 190, ""MEMORY"": 165, ""API_CREDITS"": 82, ""DATASET"": 56}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,equal,a5,monitoring+research,0.375,0.5,4,5,"{""COMPUTE"": 55, ""MEMORY"": 49, ""DATASET"": 32, ""API_CREDITS"": 26}","{""COMPUTE"": 50, ""MEMORY"": 47, ""DATASET"": 24, ""API_CREDITS"": 19}","{""COMPUTE"": 5, ""MEMORY"": 2, ""DATASET"": 8, ""API_CREDITS"": 7}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 98, ""MEMORY"": 98, ""API_CREDITS"": 28, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,independent_bundle_maxmin,a0,monitoring,0.625,0.625,5,3,"{""COMPUTE"": 47, ""MEMORY"": 51, ""DATASET"": 41, ""API_CREDITS"": 6}","{""COMPUTE"": 40, ""MEMORY"": 45, ""DATASET"": 40, ""API_CREDITS"": 5}","{""COMPUTE"": 7, ""MEMORY"": 6, ""DATASET"": 1, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,independent_bundle_maxmin,a1,code_review,0.75,0.75,6,2,"{""COMPUTE"": 63, ""MEMORY"": 49, ""DATASET"": 0, ""API_CREDITS"": 39}","{""COMPUTE"": 60, ""MEMORY"": 48, ""DATASET"": 0, ""API_CREDITS"": 36}","{""COMPUTE"": 3, ""MEMORY"": 1, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 123, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,independent_bundle_maxmin,a2,doc_processing,0.375,0.375,3,5,"{""COMPUTE"": 69, ""MEMORY"": 49, ""DATASET"": 0, ""API_CREDITS"": 33}","{""COMPUTE"": 66, ""MEMORY"": 48, ""DATASET"": 0, ""API_CREDITS"": 30}","{""COMPUTE"": 3, ""MEMORY"": 1, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,independent_bundle_maxmin,a3,monitoring,0.625,0.625,5,3,"{""COMPUTE"": 46, ""MEMORY"": 50, ""DATASET"": 41, ""API_CREDITS"": 6}","{""COMPUTE"": 40, ""MEMORY"": 45, ""DATASET"": 40, ""API_CREDITS"": 5}","{""COMPUTE"": 6, ""MEMORY"": 5, ""DATASET"": 1, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,independent_bundle_maxmin,a4,doc_processing+monitoring+research,0.25,0.375,3,6,"{""COMPUTE"": 57, ""MEMORY"": 49, ""DATASET"": 18, ""API_CREDITS"": 25}","{""COMPUTE"": 50, ""MEMORY"": 44, ""DATASET"": 16, ""API_CREDITS"": 22}","{""COMPUTE"": 7, ""MEMORY"": 5, ""DATASET"": 2, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 190, ""MEMORY"": 165, ""API_CREDITS"": 82, ""DATASET"": 56}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,independent_bundle_maxmin,a5,monitoring+research,0.375,0.375,3,5,"{""COMPUTE"": 50, ""MEMORY"": 50, ""DATASET"": 31, ""API_CREDITS"": 14}","{""COMPUTE"": 24, ""MEMORY"": 27, ""DATASET"": 24, ""API_CREDITS"": 3}","{""COMPUTE"": 26, ""MEMORY"": 23, ""DATASET"": 7, ""API_CREDITS"": 11}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 98, ""MEMORY"": 98, ""API_CREDITS"": 28, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,separable_leontief_relaxation,a0,monitoring,0.5,0.5,4,4,"{""COMPUTE"": 56, ""MEMORY"": 50, ""DATASET"": 33, ""API_CREDITS"": 8}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 32, ""API_CREDITS"": 4}","{""COMPUTE"": 24, ""MEMORY"": 14, ""DATASET"": 1, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,separable_leontief_relaxation,a1,code_review,0.5,0.5,4,4,"{""COMPUTE"": 56, ""MEMORY"": 50, ""DATASET"": 0, ""API_CREDITS"": 27}","{""COMPUTE"": 40, ""MEMORY"": 32, ""DATASET"": 0, ""API_CREDITS"": 24}","{""COMPUTE"": 16, ""MEMORY"": 18, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 123, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,separable_leontief_relaxation,a2,doc_processing,0.25,0.25,2,6,"{""COMPUTE"": 55, ""MEMORY"": 50, ""DATASET"": 0, ""API_CREDITS"": 27}","{""COMPUTE"": 54, ""MEMORY"": 40, ""DATASET"": 0, ""API_CREDITS"": 25}","{""COMPUTE"": 1, ""MEMORY"": 10, ""DATASET"": 0, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,separable_leontief_relaxation,a3,monitoring,0.5,0.5,4,4,"{""COMPUTE"": 55, ""MEMORY"": 50, ""DATASET"": 33, ""API_CREDITS"": 8}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 32, ""API_CREDITS"": 4}","{""COMPUTE"": 23, ""MEMORY"": 14, ""DATASET"": 1, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,separable_leontief_relaxation,a4,doc_processing+monitoring+research,0.375,0.5,4,5,"{""COMPUTE"": 55, ""MEMORY"": 49, ""DATASET"": 33, ""API_CREDITS"": 27}","{""COMPUTE"": 50, ""MEMORY"": 47, ""DATASET"": 24, ""API_CREDITS"": 19}","{""COMPUTE"": 5, ""MEMORY"": 2, ""DATASET"": 9, ""API_CREDITS"": 8}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 190, ""MEMORY"": 165, ""API_CREDITS"": 82, ""DATASET"": 56}"
dirichlet_0.1__high,dirichlet_0.1,high,2600011987,separable_leontief_relaxation,a5,monitoring+research,0.375,0.5,4,5,"{""COMPUTE"": 55, ""MEMORY"": 49, ""DATASET"": 32, ""API_CREDITS"": 26}","{""COMPUTE"": 50, ""MEMORY"": 47, ""DATASET"": 24, ""API_CREDITS"": 19}","{""COMPUTE"": 5, ""MEMORY"": 2, ""DATASET"": 8, ""API_CREDITS"": 7}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 98, ""MEMORY"": 98, ""API_CREDITS"": 28, ""DATASET"": 64}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,central_joint_leontief,a0,code_review+doc_processing,0.5,0.5,4,4,"{""COMPUTE"": 81, ""MEMORY"": 60, ""DATASET"": 0, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 56, ""DATASET"": 0, ""API_CREDITS"": 36}","{""COMPUTE"": 5, ""MEMORY"": 4, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 196, ""API_CREDITS"": 128, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,central_joint_leontief,a1,code_review+research,0.375,0.375,3,5,"{""COMPUTE"": 80, ""MEMORY"": 69, ""DATASET"": 20, ""API_CREDITS"": 40}","{""COMPUTE"": 78, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 2, ""MEMORY"": 3, ""DATASET"": 4, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 326, ""MEMORY"": 271, ""API_CREDITS"": 166, ""DATASET"": 56}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,central_joint_leontief,a2,code_review+doc_processing+research,0.375,0.625,5,5,"{""COMPUTE"": 80, ""MEMORY"": 66, ""DATASET"": 12, ""API_CREDITS"": 41}","{""COMPUTE"": 78, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 37}","{""COMPUTE"": 2, ""MEMORY"": 5, ""DATASET"": 4, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 286, ""MEMORY"": 231, ""API_CREDITS"": 150, ""DATASET"": 24}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,central_joint_leontief,a3,doc_processing+monitoring,0.625,0.625,5,3,"{""COMPUTE"": 86, ""MEMORY"": 72, ""DATASET"": 24, ""API_CREDITS"": 31}","{""COMPUTE"": 78, ""MEMORY"": 67, ""DATASET"": 24, ""API_CREDITS"": 28}","{""COMPUTE"": 8, ""MEMORY"": 5, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 160, ""MEMORY"": 132, ""API_CREDITS"": 64, ""DATASET"": 32}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,central_joint_leontief,a4,code_review+doc_processing+monitoring,0.5,0.5,4,4,"{""COMPUTE"": 83, ""MEMORY"": 62, ""DATASET"": 6, ""API_CREDITS"": 37}","{""COMPUTE"": 76, ""MEMORY"": 56, ""DATASET"": 0, ""API_CREDITS"": 36}","{""COMPUTE"": 7, ""MEMORY"": 6, ""DATASET"": 6, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 232, ""MEMORY"": 179, ""API_CREDITS"": 110, ""DATASET"": 8}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,central_joint_leontief,a5,code_review,0.875,0.875,7,1,"{""COMPUTE"": 77, ""MEMORY"": 62, ""DATASET"": 0, ""API_CREDITS"": 46}","{""COMPUTE"": 70, ""MEMORY"": 56, ""DATASET"": 0, ""API_CREDITS"": 42}","{""COMPUTE"": 7, ""MEMORY"": 6, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,distributed_price_leontief,a0,code_review+doc_processing,0.5,0.5,4,4,"{""COMPUTE"": 81, ""MEMORY"": 60, ""DATASET"": 0, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 56, ""DATASET"": 0, ""API_CREDITS"": 36}","{""COMPUTE"": 5, ""MEMORY"": 4, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 196, ""API_CREDITS"": 128, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,distributed_price_leontief,a1,code_review+research,0.375,0.375,3,5,"{""COMPUTE"": 80, ""MEMORY"": 69, ""DATASET"": 20, ""API_CREDITS"": 40}","{""COMPUTE"": 78, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 40}","{""COMPUTE"": 2, ""MEMORY"": 3, ""DATASET"": 4, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 326, ""MEMORY"": 271, ""API_CREDITS"": 166, ""DATASET"": 56}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,distributed_price_leontief,a2,code_review+doc_processing+research,0.375,0.625,5,5,"{""COMPUTE"": 80, ""MEMORY"": 66, ""DATASET"": 12, ""API_CREDITS"": 41}","{""COMPUTE"": 78, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 37}","{""COMPUTE"": 2, ""MEMORY"": 5, ""DATASET"": 4, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 286, ""MEMORY"": 231, ""API_CREDITS"": 150, ""DATASET"": 24}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,distributed_price_leontief,a3,doc_processing+monitoring,0.625,0.625,5,3,"{""COMPUTE"": 86, ""MEMORY"": 72, ""DATASET"": 26, ""API_CREDITS"": 31}","{""COMPUTE"": 78, ""MEMORY"": 67, ""DATASET"": 24, ""API_CREDITS"": 28}","{""COMPUTE"": 8, ""MEMORY"": 5, ""DATASET"": 2, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 160, ""MEMORY"": 132, ""API_CREDITS"": 64, ""DATASET"": 32}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,distributed_price_leontief,a4,code_review+doc_processing+monitoring,0.5,0.5,4,4,"{""COMPUTE"": 83, ""MEMORY"": 62, ""DATASET"": 5, ""API_CREDITS"": 37}","{""COMPUTE"": 76, ""MEMORY"": 56, ""DATASET"": 0, ""API_CREDITS"": 36}","{""COMPUTE"": 7, ""MEMORY"": 6, ""DATASET"": 5, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 232, ""MEMORY"": 179, ""API_CREDITS"": 110, ""DATASET"": 8}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,distributed_price_leontief,a5,code_review,0.875,0.875,7,1,"{""COMPUTE"": 77, ""MEMORY"": 62, ""DATASET"": 0, ""API_CREDITS"": 46}","{""COMPUTE"": 70, ""MEMORY"": 56, ""DATASET"": 0, ""API_CREDITS"": 42}","{""COMPUTE"": 7, ""MEMORY"": 6, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,drf,a0,code_review+doc_processing,0.625,0.625,5,3,"{""COMPUTE"": 100, ""MEMORY"": 73, ""DATASET"": 0, ""API_CREDITS"": 47}","{""COMPUTE"": 96, ""MEMORY"": 72, ""DATASET"": 0, ""API_CREDITS"": 47}","{""COMPUTE"": 4, ""MEMORY"": 1, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 196, ""API_CREDITS"": 128, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,drf,a1,code_review+research,0.25,0.25,2,6,"{""COMPUTE"": 57, ""MEMORY"": 49, ""DATASET"": 13, ""API_CREDITS"": 29}","{""COMPUTE"": 52, ""MEMORY"": 43, ""DATASET"": 8, ""API_CREDITS"": 27}","{""COMPUTE"": 5, ""MEMORY"": 6, ""DATASET"": 5, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 326, ""MEMORY"": 271, ""API_CREDITS"": 166, ""DATASET"": 56}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,drf,a2,code_review+doc_processing+research,0.5,0.625,5,4,"{""COMPUTE"": 94, ""MEMORY"": 77, ""DATASET"": 13, ""API_CREDITS"": 48}","{""COMPUTE"": 88, ""MEMORY"": 69, ""DATASET"": 8, ""API_CREDITS"": 43}","{""COMPUTE"": 6, ""MEMORY"": 8, ""DATASET"": 5, ""API_CREDITS"": 5}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 286, ""MEMORY"": 231, ""API_CREDITS"": 150, ""DATASET"": 24}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,drf,a3,doc_processing+monitoring,0.25,0.25,2,6,"{""COMPUTE"": 48, ""MEMORY"": 40, ""DATASET"": 13, ""API_CREDITS"": 18}","{""COMPUTE"": 40, ""MEMORY"": 33, ""DATASET"": 8, ""API_CREDITS"": 16}","{""COMPUTE"": 8, ""MEMORY"": 7, ""DATASET"": 5, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 160, ""MEMORY"": 132, ""API_CREDITS"": 64, ""DATASET"": 32}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,drf,a4,code_review+doc_processing+monitoring,0.5,0.5,4,4,"{""COMPUTE"": 100, ""MEMORY"": 75, ""DATASET"": 5, ""API_CREDITS"": 44}","{""COMPUTE"": 86, ""MEMORY"": 64, ""DATASET"": 0, ""API_CREDITS"": 41}","{""COMPUTE"": 14, ""MEMORY"": 11, ""DATASET"": 5, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 232, ""MEMORY"": 179, ""API_CREDITS"": 110, ""DATASET"": 8}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,drf,a5,code_review,1.0,1.0,8,0,"{""COMPUTE"": 80, ""MEMORY"": 64, ""DATASET"": 0, ""API_CREDITS"": 48}","{""COMPUTE"": 80, ""MEMORY"": 64, ""DATASET"": 0, ""API_CREDITS"": 48}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}"
dirichlet_0.1__high,dirichlet_0.1,high,2652099947,equal,a0,code_review+doc_processing,0.5,0.5,4,4,"{""COMPUTE"": 82, ""MEMORY"": 66, ""DATASET"": 0, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 56, ""DATASET"": 0, ""API_CREDITS"": 36}","{""COMPUTE"": 6, ""MEMORY"": 10, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 196, ""API_CREDITS"": 128, ""DATASET"": 0}"
